"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","species","measurement_type","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level"
"VN","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",10,"WCPFC","catch","raised"
"VU","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",43,"WCPFC","catch","raised"
"WS","L",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",123,"WCPFC","catch","raised"
"FJ","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"ID","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",70137,"WCPFC","catch","raised"
"JP","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",356,"WCPFC","catch","raised"
"KI","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"PF","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",78,"WCPFC","catch","raised"
"PH","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",6724,"WCPFC","catch","raised"
"TK","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",28,"WCPFC","catch","raised"
"TV","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"VU","O",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",56,"WCPFC","catch","raised"
"ID","P",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",108086,"WCPFC","catch","raised"
"JP","P",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",50325,"WCPFC","catch","raised"
"PF","P",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"SB","P",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",980,"WCPFC","catch","raised"
"PH","R",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",27155,"WCPFC","catch","raised"
"TW","R",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CK","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",259.021,"WCPFC","catch","raised"
"EC","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",9181.588,"WCPFC","catch","raised"
"ES","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",7679,"WCPFC","catch","raised"
"FM","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",130275.72,"WCPFC","catch","raised"
"ID","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",70725,"WCPFC","catch","raised"
"JP","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",117635.145,"WCPFC","catch","raised"
"KI","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",153148.317,"WCPFC","catch","raised"
"KR","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",202597.911,"WCPFC","catch","raised"
"MH","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",68679.855,"WCPFC","catch","raised"
"NR","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",75475.938,"WCPFC","catch","raised"
"NZ","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",6515.428,"WCPFC","catch","raised"
"PG","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",131472.088,"WCPFC","catch","raised"
"PH","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",78105.273,"WCPFC","catch","raised"
"SB","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",20310.589,"WCPFC","catch","raised"
"SV","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",2349.405,"WCPFC","catch","raised"
"TV","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",8595.815,"WCPFC","catch","raised"
"TW","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",116099.415,"WCPFC","catch","raised"
"US","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",111536.129,"WCPFC","catch","raised"
"VN","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",52334,"WCPFC","catch","raised"
"VU","S",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",37229.455,"WCPFC","catch","raised"
"CK","T",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",13,"WCPFC","catch","raised"
"JP","T",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",949,"WCPFC","catch","raised"
"NZ","T",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"US","T",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",347,"WCPFC","catch","raised"
"WF","T",2020-01-01,2020-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"JP","G",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",144,"WCPFC","catch","raised"
"VN","G",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",17356,"WCPFC","catch","raised"
"PH","H",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",862,"WCPFC","catch","raised"
"US","H",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"ID","K",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",12845,"WCPFC","catch","raised"
"PH","K",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",13525,"WCPFC","catch","raised"
"AU","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"CK","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",34,"WCPFC","catch","raised"
"FJ","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",234,"WCPFC","catch","raised"
"FM","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",60,"WCPFC","catch","raised"
"ID","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",11,"WCPFC","catch","raised"
"JP","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",43,"WCPFC","catch","raised"
"KI","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",56.59,"WCPFC","catch","raised"
"KR","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",239,"WCPFC","catch","raised"
"MH","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"NC","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",12,"WCPFC","catch","raised"
"PF","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"SB","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",33,"WCPFC","catch","raised"
"TO","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"TV","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",6,"WCPFC","catch","raised"
"TW","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",621,"WCPFC","catch","raised"
"US","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",183,"WCPFC","catch","raised"
"VN","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",630,"WCPFC","catch","raised"
"VU","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",43,"WCPFC","catch","raised"
"WS","L",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",80,"WCPFC","catch","raised"
"FJ","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",14,"WCPFC","catch","raised"
"ID","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",69045,"WCPFC","catch","raised"
"JP","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",728,"WCPFC","catch","raised"
"KI","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"NU","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",1,"WCPFC","catch","raised"
"PF","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",99,"WCPFC","catch","raised"
"PH","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",5499,"WCPFC","catch","raised"
"TK","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",18,"WCPFC","catch","raised"
"TV","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"VU","O",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",34,"WCPFC","catch","raised"
"ID","P",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",78402,"WCPFC","catch","raised"
"JP","P",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",85973,"WCPFC","catch","raised"
"PF","P",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"SB","P",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",1053,"WCPFC","catch","raised"
"PH","R",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",20018,"WCPFC","catch","raised"
"TW","R",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CK","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",3001.414,"WCPFC","catch","raised"
"EC","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",9495.622,"WCPFC","catch","raised"
"ES","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",8285,"WCPFC","catch","raised"
"FM","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",115417.047,"WCPFC","catch","raised"
"ID","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",111890,"WCPFC","catch","raised"
"JP","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",138317.694,"WCPFC","catch","raised"
"KI","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",150312.746,"WCPFC","catch","raised"
"KR","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",177506.793,"WCPFC","catch","raised"
"MH","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",72905.03,"WCPFC","catch","raised"
"NR","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",89420.234,"WCPFC","catch","raised"
"NZ","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",4911,"WCPFC","catch","raised"
"PG","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",120865.813,"WCPFC","catch","raised"
"PH","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",50987,"WCPFC","catch","raised"
"SB","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",26462.751,"WCPFC","catch","raised"
"SV","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",3071.636,"WCPFC","catch","raised"
"TV","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",27024.861,"WCPFC","catch","raised"
"TW","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",160951.2,"WCPFC","catch","raised"
"US","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",37796.462,"WCPFC","catch","raised"
"VN","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",50836,"WCPFC","catch","raised"
"VU","S",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",37694.084,"WCPFC","catch","raised"
"CK","T",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",12,"WCPFC","catch","raised"
"JP","T",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",2161,"WCPFC","catch","raised"
"NZ","T",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"US","T",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",514,"WCPFC","catch","raised"
"WF","T",2021-01-01,2021-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"JP","G",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",125,"WCPFC","catch","raised"
"VN","G",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",9094,"WCPFC","catch","raised"
"PH","H",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",1416,"WCPFC","catch","raised"
"US","H",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"ID","K",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",14453,"WCPFC","catch","raised"
"PH","K",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",10599,"WCPFC","catch","raised"
"AU","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",18,"WCPFC","catch","raised"
"CK","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",21,"WCPFC","catch","raised"
"FJ","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",407,"WCPFC","catch","raised"
"FM","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",55.86,"WCPFC","catch","raised"
"ID","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",14,"WCPFC","catch","raised"
"JP","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",42,"WCPFC","catch","raised"
"KI","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",81.84,"WCPFC","catch","raised"
"KR","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",239,"WCPFC","catch","raised"
"MH","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"NC","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",92,"WCPFC","catch","raised"
"PF","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"PG","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",8,"WCPFC","catch","raised"
"SB","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",72,"WCPFC","catch","raised"
"TO","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"TW","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",688,"WCPFC","catch","raised"
"US","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",133,"WCPFC","catch","raised"
"VN","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",67,"WCPFC","catch","raised"
"VU","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",43,"WCPFC","catch","raised"
"WS","L",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",43,"WCPFC","catch","raised"
"FJ","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"ID","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",70365,"WCPFC","catch","raised"
"JP","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",728,"WCPFC","catch","raised"
"KI","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"PF","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",99,"WCPFC","catch","raised"
"PH","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",6825,"WCPFC","catch","raised"
"TK","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",11,"WCPFC","catch","raised"
"TO","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",48,"WCPFC","catch","raised"
"TV","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"VU","O",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",191,"WCPFC","catch","raised"
"ID","P",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",70298,"WCPFC","catch","raised"
"JP","P",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",58618,"WCPFC","catch","raised"
"PF","P",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"SB","P",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",1224,"WCPFC","catch","raised"
"PH","R",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",20876,"WCPFC","catch","raised"
"TW","R",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CK","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",3769.869,"WCPFC","catch","raised"
"CN","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",7353.293,"WCPFC","catch","raised"
"EC","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",11330.338,"WCPFC","catch","raised"
"ES","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",8285,"WCPFC","catch","raised"
"FM","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",127597.919,"WCPFC","catch","raised"
"ID","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",108308,"WCPFC","catch","raised"
"JP","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",113713.014,"WCPFC","catch","raised"
"KI","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",166656.262,"WCPFC","catch","raised"
"KR","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",183180.815,"WCPFC","catch","raised"
"MH","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",72782.59,"WCPFC","catch","raised"
"NR","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",86070.007,"WCPFC","catch","raised"
"NZ","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",928,"WCPFC","catch","raised"
"PG","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",138721.969,"WCPFC","catch","raised"
"PH","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",49498,"WCPFC","catch","raised"
"SB","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",27928.638,"WCPFC","catch","raised"
"SV","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",2311.187,"WCPFC","catch","raised"
"TV","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",33850.967,"WCPFC","catch","raised"
"TW","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",168881.206,"WCPFC","catch","raised"
"US","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",41095.335,"WCPFC","catch","raised"
"VN","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",66183,"WCPFC","catch","raised"
"VU","S",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",55427.056,"WCPFC","catch","raised"
"CK","T",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",15,"WCPFC","catch","raised"
"JP","T",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",2161,"WCPFC","catch","raised"
"NZ","T",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",3,"WCPFC","catch","raised"
"US","T",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",353,"WCPFC","catch","raised"
"WF","T",2022-01-01,2022-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"ID","G",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",18744,"WCPFC","catch","raised"
"JP","G",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",67,"WCPFC","catch","raised"
"VN","G",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",12171,"WCPFC","catch","raised"
"PH","H",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",1625,"WCPFC","catch","raised"
"US","H",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",8,"WCPFC","catch","raised"
"ID","K",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",54783,"WCPFC","catch","raised"
"PH","K",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",15815,"WCPFC","catch","raised"
"AU","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",5,"WCPFC","catch","raised"
"CK","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",3.59,"WCPFC","catch","raised"
"FJ","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",234.18,"WCPFC","catch","raised"
"FM","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",58.05,"WCPFC","catch","raised"
"ID","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",886,"WCPFC","catch","raised"
"JP","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",44,"WCPFC","catch","raised"
"KI","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",91.36,"WCPFC","catch","raised"
"NC","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",7.55,"WCPFC","catch","raised"
"PF","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"PG","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",13.85,"WCPFC","catch","raised"
"SB","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",48.07,"WCPFC","catch","raised"
"TO","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",0.89,"WCPFC","catch","raised"
"TW","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",476,"WCPFC","catch","raised"
"US","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",103,"WCPFC","catch","raised"
"VN","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",61,"WCPFC","catch","raised"
"VU","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",43,"WCPFC","catch","raised"
"WS","L",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",70.21,"WCPFC","catch","raised"
"FJ","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",16,"WCPFC","catch","raised"
"ID","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",48111,"WCPFC","catch","raised"
"JP","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",728,"WCPFC","catch","raised"
"KI","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",2190,"WCPFC","catch","raised"
"NR","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",2,"WCPFC","catch","raised"
"PF","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",99,"WCPFC","catch","raised"
"PH","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",4169,"WCPFC","catch","raised"
"TK","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",25,"WCPFC","catch","raised"
"TO","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",19,"WCPFC","catch","raised"
"TV","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",194,"WCPFC","catch","raised"
"VU","O",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",92,"WCPFC","catch","raised"
"ID","P",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",39817,"WCPFC","catch","raised"
"JP","P",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",46753,"WCPFC","catch","raised"
"PF","P",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",7,"WCPFC","catch","raised"
"SB","P",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",520.52,"WCPFC","catch","raised"
"PH","R",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",19118,"WCPFC","catch","raised"
"TW","R",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",4510,"WCPFC","catch","raised"
"CK","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",2378.927,"WCPFC","catch","raised"
"CN","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",11247.032,"WCPFC","catch","raised"
"EC","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",11286.311,"WCPFC","catch","raised"
"ES","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",13503,"WCPFC","catch","raised"
"FM","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",116021.106,"WCPFC","catch","raised"
"ID","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",106571,"WCPFC","catch","raised"
"JP","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",117425.596,"WCPFC","catch","raised"
"KI","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",194060.612,"WCPFC","catch","raised"
"KR","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",179109.289,"WCPFC","catch","raised"
"MH","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",55100.252,"WCPFC","catch","raised"
"NR","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",70754.704,"WCPFC","catch","raised"
"NZ","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",74,"WCPFC","catch","raised"
"PG","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",102260.694,"WCPFC","catch","raised"
"PH","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",45563,"WCPFC","catch","raised"
"SB","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",21848.932,"WCPFC","catch","raised"
"SV","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",3165.368,"WCPFC","catch","raised"
"TV","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",33633.345,"WCPFC","catch","raised"
"TW","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",131275.39,"WCPFC","catch","raised"
"US","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",55942.481,"WCPFC","catch","raised"
"VN","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",58480,"WCPFC","catch","raised"
"VU","S",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",41004.397,"WCPFC","catch","raised"
"CK","T",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",15,"WCPFC","catch","raised"
"JP","T",2023-01-01,2023-12-31,"WCPO","UNK","SKJ","NC","t",2161,"WCPFC","catch","raised"
